geometry,ux,uy,p,knudsen,metrik,x,y,z
1.00000000e+00,3.64495635e-01,5.22110891e-03,2.70300150e-01,9.77334008e-03,3.49637112e+00,3.40000010e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.60571837e-01,1.45524312e-02,4.07070771e+00,3.50000000e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,3.55371684e-01,5.70070371e-03,2.66724437e-01,9.67202988e-03,3.48133812e+00,3.50000000e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.57331669e-01,1.40432920e-02,4.01932869e+00,3.59999990e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,3.45366329e-01,6.14286494e-03,2.63701051e-01,9.54169780e-03,3.46176542e+00,3.59999990e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.54601657e-01,1.35052959e-02,3.96297276e+00,3.70000005e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,3.34536284e-01,6.54922286e-03,2.61150390e-01,9.38251242e-03,3.43749372e+00,3.70000005e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.52294362e-01,1.29421074e-02,3.90152007e+00,3.79999995e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,3.22935879e-01,6.91907294e-03,2.58972943e-01,9.19439644e-03,3.40827429e+00,3.79999995e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.50321448e-01,1.23574212e-02,3.83482523e+00,3.90000010e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,3.10626298e-01,7.24688172e-03,2.57081240e-01,8.97716451e-03,3.37377926e+00,3.90000010e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.48601392e-01,1.17555857e-02,3.76279393e+00,4.00000000e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,2.97679782e-01,7.52544682e-03,2.55390584e-01,8.73083808e-03,3.33363957e+00,4.00000000e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.47057274e-01,1.11413421e-02,3.68537055e+00,4.09999990e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,2.84185976e-01,7.74584198e-03,2.53812581e-01,8.45589768e-03,3.28747734e+00,4.09999990e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.45617241e-01,1.05200531e-02,3.60258950e+00,4.19999981e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,2.70251602e-01,7.89970346e-03,2.52283931e-01,8.15361273e-03,3.23495886e+00,4.19999981e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.44210497e-01,9.89733264e-03,3.51455919e+00,4.30000019e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,2.55999982e-01,7.98222981e-03,2.50726849e-01,7.82627240e-03,3.17584475e+00,4.30000019e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.42773890e-01,9.27860849e-03,3.42142788e+00,4.40000010e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,2.41564915e-01,7.99251441e-03,2.49096751e-01,7.47728255e-03,3.11003347e+00,4.40000010e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.41244763e-01,8.66888557e-03,3.32336596e+00,4.50000000e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,2.27081463e-01,7.93557893e-03,2.47342423e-01,7.11119920e-03,3.03761229e+00,4.50000000e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.39568844e-01,8.07194225e-03,3.22043528e+00,4.59999990e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,2.12676510e-01,7.82339834e-03,2.45434523e-01,6.73341891e-03,2.95885864e+00,4.59999990e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.37704113e-01,7.49014644e-03,3.11251335e+00,4.69999981e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.98458791e-01,7.67013524e-03,2.43356183e-01,6.34987699e-03,2.87424807e+00,4.69999981e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.35622630e-01,6.92438101e-03,2.99920453e+00,4.80000019e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.84510335e-01,7.49379955e-03,2.41104484e-01,5.96650178e-03,2.78440473e+00,4.80000019e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.33325586e-01,6.37378963e-03,2.87967082e+00,4.90000010e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.70890361e-01,7.30826613e-03,2.38697022e-01,5.58871590e-03,2.69003626e+00,4.90000010e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.30851009e-01,5.83696598e-03,2.75273808e+00,5.00000000e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.57634377e-01,7.12019717e-03,2.36178473e-01,5.22107864e-03,2.59186731e+00,5.00000000e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.28270829e-01,5.31218667e-03,2.61682526e+00,5.09999990e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.44774988e-01,6.92800339e-03,2.33612925e-01,4.86713601e-03,2.49059251e+00,5.09999990e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.25717261e-01,4.79869917e-03,2.47016280e+00,5.19999981e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.32352740e-01,6.71714870e-03,2.31098577e-01,4.52947756e-03,2.38686408e+00,5.19999981e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.23351091e-01,4.29782085e-03,2.31112477e+00,5.30000019e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.20435797e-01,6.46360591e-03,2.28770271e-01,4.21025464e-03,2.28142691e+00,5.30000019e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.21371815e-01,3.81313590e-03,2.13849737e+00,5.40000010e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.09132066e-01,6.14189776e-03,2.26760775e-01,3.91139649e-03,2.17520321e+00,5.40000010e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.19993353e-01,3.35104647e-03,1.95213112e+00,5.50000000e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,9.85905156e-02,5.72187733e-03,2.25263461e-01,3.63522209e-03,2.06956293e+00,5.50000000e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.19425619e-01,2.92046322e-03,1.75371664e+00,5.59999990e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,8.89954418e-02,5.18538151e-03,2.24422514e-01,3.38444114e-03,1.96643705e+00,5.59999990e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.19847560e-01,2.53163581e-03,1.54758930e+00,5.69999981e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,8.05527046e-02,4.52190172e-03,2.24418774e-01,3.16218007e-03,1.86843895e+00,5.69999981e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.21403345e-01,2.19573826e-03,1.34222551e+00,5.80000019e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,7.34663531e-02,3.73472786e-03,2.25372776e-01,2.97173299e-03,1.77882392e+00,5.80000019e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.24170044e-01,1.92547240e-03,1.15273187e+00,5.90000010e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,6.79201335e-02,2.84104818e-03,2.27380246e-01,2.81614345e-03,1.70124024e+00,5.90000010e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.28166401e-01,1.72872678e-03,9.97229299e-01,6.00000000e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,6.40562773e-02,1.86741923e-03,2.30485409e-01,2.69784895e-03,1.63932900e+00,6.00000000e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.33335614e-01,1.61051855e-03,8.95044700e-01,6.09999990e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,6.19601756e-02,8.49656994e-04,2.34668225e-01,2.61834590e-03,1.59617512e+00,6.09999990e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.39565685e-01,1.57381513e-03,8.61785502e-01,6.19999981e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,6.16546385e-02,-1.72673666e-04,2.39859119e-01,2.62103602e-03,1.59765660e+00,6.19999981e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.46675655e-01,1.62152818e-03,9.04873518e-01,6.30000019e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,6.30906373e-02,-1.15977938e-03,2.45935917e-01,2.73094536e-03,1.65691987e+00,6.30000019e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.54456997e-01,1.74937863e-03,1.01436200e+00,6.40000010e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,6.61580488e-02,-2.07141647e-03,2.52717346e-01,2.86728260e-03,1.72720353e+00,6.40000010e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.62654543e-01,1.94876140e-03,1.17007689e+00,6.50000000e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,7.06810951e-02,-2.87631201e-03,2.60018557e-01,3.02327587e-03,1.80363205e+00,6.50000000e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.71011472e-01,2.20908970e-03,1.35097142e+00,6.59999990e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,7.64393136e-02,-3.54345236e-03,2.67593563e-01,3.19180847e-03,1.88189351e+00,6.59999990e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.79278040e-01,2.51880242e-03,1.54025738e+00,6.69999981e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,8.31718817e-02,-4.05742601e-03,2.75228739e-01,3.36573273e-03,1.95844004e+00,6.69999981e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.87191570e-01,2.86562159e-03,1.72636753e+00,6.80000019e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,9.05938223e-02,-4.40625986e-03,2.82704622e-01,3.53825954e-03,2.03055930e+00,6.80000019e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.94594288e-01,3.23528866e-03,1.90141386e+00,6.90000010e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,9.84252915e-02,-4.58989898e-03,2.89778620e-01,3.70311411e-03,2.09625843e+00,6.90000010e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,3.01251143e-01,3.61712207e-03,2.06236171e+00,7.00000000e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.06376313e-01,-4.62540798e-03,2.96371877e-01,3.85514367e-03,2.15430405e+00,7.00000000e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,3.07130367e-01,3.99702322e-03,2.20644538e+00,7.09999990e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.14217632e-01,-4.51650424e-03,3.02190602e-01,3.99011420e-03,2.20394946e+00,7.09999990e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,3.12080324e-01,4.36915830e-03,2.33487480e+00,7.19999981e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.21715114e-01,-4.31079743e-03,3.07344526e-01,4.10527270e-03,2.24499748e+00,7.19999981e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,3.16089123e-01,4.72309720e-03,2.44725265e+00,7.30000019e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.28719628e-01,-4.00171475e-03,3.11548918e-01,4.19893255e-03,2.27754204e+00,7.30000019e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,3.19227993e-01,5.05067548e-03,2.54399577e+00,7.40000010e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.35102421e-01,-3.64308478e-03,3.14914316e-01,4.27021459e-03,2.30182799e+00,7.40000010e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,3.21232170e-01,5.35408920e-03,2.62816060e+00,7.50000000e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.40743449e-01,-3.23336711e-03,3.17483127e-01,4.31945687e-03,2.31836934e+00,7.50000000e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,3.22603732e-01,5.61594497e-03,2.69704822e+00,7.59999990e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.45653099e-01,-2.76523409e-03,3.18826705e-01,4.34602704e-03,2.32721657e+00,7.59999990e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,3.22594821e-01,5.85365761e-03,2.75685779e+00,7.69999981e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.49633080e-01,-2.31789565e-03,3.19893748e-01,4.35108831e-03,2.32889572e+00,7.69999981e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,3.22086900e-01,6.03773352e-03,2.80152651e+00,7.80000019e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.52827591e-01,-1.72840070e-03,3.19132954e-01,4.33296943e-03,2.32287548e+00,7.80000019e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,3.20254594e-01,6.19223481e-03,2.83797960e+00,7.90000010e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.54936582e-01,-1.24294753e-03,3.18587512e-01,4.29271767e-03,2.30941071e+00,7.90000010e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,3.17376733e-01,6.29583746e-03,2.86191772e+00,8.00000000e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.56087086e-01,-5.45488729e-04,3.16135675e-01,4.23760619e-03,2.29076894e+00,8.00000000e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,3.14276040e-01,6.32984238e-03,2.86968900e+00,8.10000038e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.56173304e-01,6.38437268e-05,3.13092321e-01,4.19092178e-03,2.27478702e+00,8.10000038e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,3.07871044e-01,6.36752788e-03,2.87825279e+00,8.19999981e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.54791147e-01,7.42617820e-04,3.10426503e-01,4.15611127e-03,2.26275370e+00,8.19999981e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,3.05522293e-01,6.23768196e-03,2.84852942e+00,8.30000019e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.52873963e-01,1.65294437e-03,3.02978903e-01,4.08936478e-03,2.23939618e+00,8.30000019e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.92686164e-01,6.23957952e-03,2.84896823e+00,8.39999962e+00,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.48347527e-01,2.00824183e-03,3.02596748e-01,4.04988136e-03,2.22539907e+00,8.39999962e+00,1.00000001e-01,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.91126579e-01,5.88033628e-03,2.76341808e+00,8.50000000e+00,0.00000000e+00,0.00000000e+00
